VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,SoundCorrect,Correct2,SoundType,Trial,StartTast.keys,StartTast.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,8.74525,space,31.318195,1,1,1.1823,0,0,0,0,1,Headphone/t1_1.wav,1,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.483115,0,1,1,3,1,Headphone/t2_2.wav,2,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.368995,0,2,2,2,1,Headphone/t2_1.wav,2,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.42661,0,3,3,5,1,Headphone/t3_2.wav,3,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.30296,0,4,4,4,1,Headphone/t3_1.wav,3,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,0,7.616425,0,5,5,1,1,Headphone/t1_2.wav,1,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,space,63.277335,space,15.62175,space,8.234595,2,1,15.98477,0,0,0,0,1,Practice/Seagull_A.wav,2,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,3.58767,0,1,1,1,1,Practice/Skid_B.wav,2,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,1,0.781425,0,2,2,2,1,Practice/Seagull_A.wav,1,1,OLD,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,0.452115,0,3,3,3,1,Practice/Gargle_A.wav,2,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,0.38992,0,4,4,4,1,Practice/Gargle_B.wav,2,2,SIMILAR,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/CarStart_E.wav,2,3,NEW,C,space,4.302625,2,1,1.09855,0,0,0,0,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bird_E.wav,2,3,NEW,C,,,2,1,0.59215,0,1,1,1,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bubbles_A.wav,2,3,NEW,C,,,2,1,0.27374,0,2,2,2,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Horse.wav,2,3,NEW,C,,,2,1,0.237105,0,3,3,3,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/IceDrop.wav,2,3,NEW,C,,,2,1,0.311385,0,4,4,4,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Sleighbells_B.wav,2,3,NEW,C,,,2,1,0.321135,0,5,5,5,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Growl_G.wav,2,3,NEW,C,,,2,1,0.313205,0,6,6,6,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Chicken_A.wav,2,3,NEW,C,,,2,1,0.125535,0,7,7,7,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Slurp.wav,2,3,NEW,C,,,2,1,0.285625,0,8,8,8,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/CarStart_A.wav,2,2,SIMILAR,C,,,2,1,0.27864,0,9,9,9,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Printer.wav,2,3,NEW,C,,,2,1,0.104805,0,10,10,10,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bowlingpins.wav,2,3,NEW,C,,,2,1,0.12853,0,11,11,11,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Fireworks.wav,2,3,NEW,C,,,2,1,0.510585,0,12,12,12,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Howl.wav,2,3,NEW,C,,,2,1,0.0633,0,13,13,13,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Goat_B.wav,2,3,NEW,C,,,2,1,0.20165,0,14,14,14,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Horse.wav,1,1,OLD,C,,,1,1,0.24767,0,15,15,15,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Laugh_A.wav,2,3,NEW,C,,,2,1,0.230045,0,16,16,16,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bubbles_B.wav,2,2,SIMILAR,C,,,1,0,0.584495,0,17,17,17,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Footsteps_C.wav,2,3,NEW,C,,,2,1,0.3621,0,18,18,18,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Duck_C.wav,2,3,NEW,C,,,2,1,1.453385,0,19,19,19,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Cow.wav,2,3,NEW,C,,,2,1,0.36382,0,20,20,20,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Airhorn.wav,2,3,NEW,C,,,1,0,5.450445,0,21,21,21,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Printer.wav,1,1,OLD,C,,,1,1,0.2582,0,22,22,22,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Sleighbells_B.wav,1,1,OLD,C,,,1,1,0.74131,0,23,23,23,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Camera.wav,2,3,NEW,C,,,2,1,0.65448,0,24,24,24,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Growl_H.wav,2,2,SIMILAR,C,,,1,0,0.2803,0,25,25,25,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Whistle_B.wav,2,3,NEW,C,,,2,1,0.35434,0,26,26,26,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Piano_D.wav,2,3,NEW,C,,,2,1,0.049475,0,27,27,27,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Coin_D.wav,2,3,NEW,C,,,1,0,0.844185,0,28,28,28,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bird_A.wav,2,2,SIMILAR,C,,,1,0,0.26442,0,29,29,29,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/PaperRip.wav,2,3,NEW,C,,,2,1,0.53578,0,30,30,30,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Slurp.wav,1,1,OLD,C,,,2,0,0.369035,0,31,31,31,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Howl.wav,1,1,OLD,C,,,1,1,0.097645,0,32,32,32,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/IceDrop.wav,1,1,OLD,C,,,1,1,0.396535,0,33,33,33,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Pour_B.wav,2,3,NEW,C,,,2,1,0.423025,0,34,34,34,1,,
,,,,,,,,,,,,,,Alberto,2021-03-20_00h29.55.671,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Fireworks.wav,1,1,OLD,C,,,1,1,0.5496,0,35,35,35,1,,
